Amenities,Area_Sqft,Description,District,Ethnic,Facing,Floor,Furnishing,Keys_On_Hand,Lease,ListingTitle,NumBaths,NumBeds,Pets,Price_psf,RentalRate,Url 
"Roof Terrace,Aircon,Maid Room,Stove,Fridge,Utility Room,Study Room,Oven,Washer,Bathtub,Balcony","3,100 sqft (built up)","- Private enclave among the greenery at Bukit Timah 
- Near eateries and supermarket
- Near town
- Surrounded by international school and locals schools ",D11,All races welcome,,,Partially Furnished,,24 months,Greenwood Mews,5 Baths,4 Beds,,S$3.10 psf,"S$9,600/mo",https://www.99.co/singapore/rent/property/greenwood-avenue-landed-oY9giHyk47gaCXJbkM7FKj
"Closet,Aircon,Sofa,Stove,Fridge,Bed,High Floor,Washer",500 sqft (built up),"* nice unit on high floor

* available immediately

* call me (hp: 93825963) now to view before it is fast taken 

* walking distance to Tiong Bahru MRT, bus stop, Tiong Bahru Plaza, supermarket, shops, cafe, Tiong Bahru market, food centre, PSB Academy 

* minutes to SGH, Harbourfront, Mapletree Business City, Chinatown, Raffles Place, Tanjong Pagar, Clarke Quay, Orchard Road, Redhill, River Valley, Pinnacle@Duxton

* all are welcome to call, sms or watsapp me at 93825963 for viewing 

* owners can also call me as I can help you to sell or rent out your units",D03,,,,Fully Furnished,,Flexible,127A Kim Tian Road,2 Baths,1 Bed,Not Allowed,S$4.00 psf,"S$2,000/mo",https://www.99.co/singapore/rent/property/127a-kim-tian-road-hdb-qnxsiktQesDGXxSSEd4mYc
"Bomb Shelter,Stove,Fridge,Dryer,Parking,Closet,Renovated,Aircon,Swimming Pool,Washer,Balcony,Gym","3,186 sqft (built up)","* nice and spacious unit 

* 4 bedrooms (all ensuite) + utility room + balcony

* available immediately 

* rent includes hotel Capella concierge and handyman service

* luxurious living in prestigious location

* walking distance to bus stop, Scotts Road, Tanglin Road, Claymore Road, Stevens Road, Shangri-La Hotel

* near to Orchard MRT, Orchard Road shopping, restaurants, supermarket, ISS international school, Overseas Family School, Botanic Gardens, Tan Chin Tuan Mansion, Alba, Ritz Carlton Residences, Ardmore Park, Cuscaden Residence, Skypark, Skyline, The Orchard Residences, Hana, Cliveden@Grange, The Draycott 

* easy access to CTE, PIE 

* all are welcome to call, sms or watsapp me (hp: 93825963) now for viewing 

* owners can also call me as I can help you to sell or rent out your units",D10,,,,Partially Furnished,,Flexible,Ardmore Residence,5 Baths,4 Beds,,S$6.28 psf,"S$20,000/mo",https://www.99.co/singapore/rent/property/ardmore-residence-condo-aazXEkd232wBJ2GYbBYLza
"Security,Renovated,Aircon,Stove,Duplex / Maisonette,Fridge,Swimming Pool,Playground,Parking,Washer,Gym,Tennis Court","2,800 sqft (built up)","* nice and spacious duplex unit

* 2 bedrooms + study room + maid room

* renovated kitchen and toilets 

* available immediately

* walking distance to bus stop, Orchard MRT, Orchard Road shopping, Scotts Road, restaurants, supermarket, ISS international school, Overseas Family School

* near to Botanic Gardens, Newton, Novena, Tanglin, Emerald Hill, Orchard View, Tan Chin Tuan Mansion, Alba, Ritz Carlton Residences, Ardmore Park, Cuscaden Residence, Skypark, Skyline, The Orchard Residences, Hana, Cliveden@Grange

* easy access to CTE, PIE

* all are welcome to call, sms or watsapp me (hp: 93825963) now for viewing 

* visit my website at www.peterquah.com for more listings 

* owners can also call me as I can help you to sell or rent out your units",D10,,,,Partially Furnished,,Flexible,The Colonnade,2 Baths,2 Beds,,S$3.29 psf,"S$9,200/mo",https://www.99.co/singapore/rent/property/the-colonnade-condo-PNnbuDHqW39mRTup5eqroD
"Clubhouse,Dishwasher,Fitness Corner,Squash Court,Aircon,Swimming Pool,High Ceiling,Greenery View,Fridge,Security,Maid Room,Dryer,Playground,Oven,Parking,High Floor,Washer,Bathtub,Gym,Tennis Court,Balcony","2,722 sqft (built up)","Many choices units available. Call now, Charlene AW 98500908 !

Leonie Condotel, comprising spacious apartments and penthouses, is a 5-minute walk to Singapore’s famous shopping belt – Orchard Road. Prominent shopping centres like Orchard Central, Paragon, ION and Centrepoint are within reach. The international schools, Orchard MRT Station and the Central Expressway (CTE), are also in close proximity.
Leonie Condotel provides a complimentary shuttle bus service to nearby MRT Stations for the convenience of our tenants. 

Facilities
Swimming pool with poolside bar
Sauna
Japanese-style furo bath
Tennis, squash and basketball courts
Indoor and outdoor children's play area
Billiards room
Barbeque pits
Renovated gymnasium with new equipment
Multi Purpose Hall
Fitness Area
Basement car park

Amenities
Minutes away from Orchard Road and Great World City
Minutes drive to CBD
Minutes from Orchard and Somerset MRT Stations (complimentary shuttle bus service to the nearby MRT stations)
Near Chatsworth International School, Overseas Family School and International Singapore School (ISS)

Call direct landlord agent Charlene Aw  for exclusive viewing at 98500908. 

Your success is my happiness! ",D09,All races welcome,,,Partially Furnished,,24 months,Leonie Condotel,5 Baths,4 Beds,,S$3.23 psf,"S$8,800/mo",https://www.99.co/singapore/rent/property/leonie-condotel-condo-knFNte3Kd6vaUtyCoCgb59
"Clubhouse,High Ceiling,Stove,Jacuzzi,Steam Room,Tennis Court,Parking,Balcony,City View,Renovated,Closet,Swimming Pool,Maid Room,Greenery View,Aircon,Wading Pool,Playground,Fitness Corner,High Floor,Security,Bathtub,Lap Pool,Gym,BBQ","1,776 sqft (built up)","- Almost new with 3 bed + 3 bath room + 1 Maid's room 
- Mins to Holland village / Circle line Mrt Station
- mins to Buona Vista Mrt Station (East West Line)
- 10 mins drive to Town 
- short distance to Singapore polytechnic
- Mins to One-North business District
- very good condo facilities 
- Wet Market / Hawker center / shops / cold storage / eateries are with in 5 mins drive

",D10,,,,Partially Furnished,,Flexible,The Trizon,3 Baths,3 Beds,Not Allowed,S$3.94 psf,"S$6,999/mo",https://www.99.co/singapore/rent/property/the-trizon-condo-hPpLTBDFpeF8XUF9KdmCrm
"Aircon,Greenery View,Fridge,Sauna,Swimming Pool,Tennis Court,Playground,Fitness Corner,High Floor,Washer,Pool View,Lap Pool,Gym,BBQ,Balcony","1,130 sqft (built up)","Cozy 3-bedroom for rent

- Pretty new house.
- Well maintained.
- High floor unit. Bright and breezy.
- With beautiful pool view and lake view.
- Partially furnished.
- Very good condo facilities like swimming pool and BBQ pit.

Good location:
- Near schools.
- Near Tampines West MRT.
- Eateries and supermarket nearby.

Available from beginning of April.

Please call Alec 90691398 for viewing appointment.",D18,,South East,,Partially Furnished,,Flexible,Waterview,3 Baths,3 Beds,,S$2.83 psf,"S$3,200/mo",https://www.99.co/singapore/rent/property/waterview-condo-ATNAgHU8HSngHY7KF4c6VT
"Bomb Shelter,Aircon,High Floor,Washer,Fibre Ready,Fridge","1,184 sqft (built up)","5-Room unit for rent!

- 3 bedrooms plus 1 study! 
- High floor!
- Bright and windy.
- With aircon

Convenient location:
- 7 min to Pioneer MRT 
- Pioneer Mall just downstairs 
- Newly built food court. 

Available now.

All are welcome.

Please call Alec 90691398 for viewing appointment.",D22,All races welcome,East,,Partially Furnished,Yes,Flexible,637 Jurong West Street 61,2 Baths,3 Beds,,S$1.94 psf,"S$2,300/mo",https://www.99.co/singapore/rent/property/637-jurong-west-street-61-hdb-pFnnWoNCSFYuMjLXm8HtTc
"Water Feature,Gym,Parking,Dishwasher,Fridge,Oven,High Floor,Outdoor Dining,Fun Pool,City View,Pavilion,Renovated,Aircon,Sofa,Greenery View,Wading Pool,Lounge,Swimming Pool,Utility Room,Spa Pool,Playground,Dining Room Furniture,Security","1,906 sqft (built up)","Alba 3+U for rent!!!

Minutes away from orchard
Exclusive projects with great finishing 
3 bedrooms come with unblock view

Welcome call Eric @ 84980738 for an exclusive viewing!!!",D09,All races welcome,,16,,,Flexible,Alba,3 Baths,3 Beds,,S$5.72 psf,"S$10,900/mo",https://www.99.co/singapore/rent/property/alba-condo-LvE3TsadMyQcsqUuVKNNsj
"Maid Room,Aircon","4,500 sqft (built up)","Single Storey Bungalow
4rooms all with attached 
Swimming Pool
Big garden
Brand New Appliances

** Call Heng Hoon @ 96162600 today to see for yourself **",D21,All races welcome,,,Partially Furnished,,24 months,Binjai Park,4 Baths,4 Beds,,S$4.44 psf,"S$20,000/mo",https://www.99.co/singapore/rent/property/binjai-park-landed-fvwHHr2Zaqu4daziTnFtRR
"Bomb Shelter,Security,Renovated,Aircon,TV,Stove,Parking,Fridge,Bed,Swimming Pool,Wading Pool,Playground,Fitness Corner,Dining Room Furniture,High Floor,Washer,Fibre Ready,Gym,BBQ,Balcony",366 sqft (built up),"Can move in date 28/03/2019
Kovan Grandeur
*** Studio for RENT ***
✔ Property Size: Approximately 366 sqft
✔ Very Quiet & Peaceful Facing

*** Near Amenities ***
✔ 7 Mins Walk to Amenities (Kovan Market & Food Centre)

*** Near MRT ***
✔ 8 Mins Walk to Kovan MRT	

*** Near Shopping Mall ***
✔ 8 Mins Walk to Heartland Mall

** For Enquiry & Viewing call  Willy Tan 90221131

About Kovan Grandeur
Development Name:	Kovan Grandeur
Property Type:	Condominium
Developer:	Fragrance Properties Pte Ltd
Tenure:	99-year Leasehold
Completion Year:	2012
# of Floors:	5
# of Units:	74
Kovan Grandeur is a 99-year leasehold condominium development located at 118 Tampines Road, Singapore 535193, in district 19. Expected to be completed in 2012, it stands 5 storeys tall and comprises a total of 74 units. Kovan Grandeur is relatively close to Kovan MRT Station. 

Condo Facilities at Kovan Grandeur 

Facilities at Kovan Grandeur include BBQ pits, fitness corner, fun pool, gymnasium room, playground, and swimming pool. 

Condo Amenities near Kovan Grandeur 

The schools in the vicinity are Xinghua Primary School, Yuying Secondary School, and Holy Innocents' Primary School. 

Residents can head down to Heartland Mall, AMK Hub, and Hougang Mall for amenities such as retail, supermarkets, restaurants, banks, and more.",D19,All races welcome,North,,Fully Furnished,,12 months,Kovan Grandeur,1 Bath,Studio,Not Allowed,S$4.78 psf,"S$1,750/mo",https://www.99.co/singapore/rent/property/kovan-grandeur-condo-GiQtwbFbRBMnd8iURYPM6j
"Clubhouse,Roof Terrace,Gym,Dishwasher,Walk In Closet,Jacuzzi,Tennis Court,Oven,Parking,Mid Floor,Security,Closet,Ground Floor,Renovated,Aircon,Swimming Pool,Wading Pool,Playground,Fitness Corner,Dining Room Furniture,Washer,Pool View,BBQ","1,800 sqft (built up)","A unique West unit at stellar
Size of 1800sqft 
Private pool with direct access to main pool
spacious patio at pool side

Welcome call Eric @ 84980738 for an exclusive viewing!!!",,All races welcome,,,Partially Furnished,,Flexible,The Stellar,3 Baths,4 Beds,Allowed,S$3.61 psf,"S$6,500/mo",https://www.99.co/singapore/rent/property/the-stellar-condo-vv3dEg7emPoK9WzG4UQTR3
"Clubhouse,Sculpture,Water Feature,Timber Deck,Fridge,Jacuzzi,Tennis Court,Pond,Outdoor Dining,Balcony,Fun Pool,Aircon,TV,Sofa,Pool Deck,Bed,Swimming Pool,Spa Pool,Playground,Fitness Corner,Dining Room Furniture,Lap Pool,BBQ",818 sqft (built up),"3 bedrooms for rent
Walking distance to Aljunied MRT, James Cook University, market and hawker centre.
Fully furnished.
Available immediately.

Call Gina @ 9191 5200 to arrange for viewing.",D14,,,,,,Flexible,Sims Urban Oasis,2 Baths,3 Beds,,S$4.89 psf,"S$4,000/mo",https://www.99.co/singapore/rent/property/sims-urban-oasis-condo-3BYBTRLxfgLeR37FMiB2tP
"Fitness Corner,Security,Renovated,Aircon,TV,Sofa,Stove,Fridge,Bed,Wading Pool,Jacuzzi,Steam Room,Playground,Oven,Parking,Mid Floor,Washer,Fibre Ready,Gym,Tennis Court,Basketball Court",808 sqft (built up),"Cozy 2-bedroom unit for rent!

- Nicely renovated.
- Fully furnished.
- Mid floor.
- Ready to move in!

Great location!
- 2 min to AMK MRT!
- 2 min to Ang Mo Kio Hub!
- Plenty of eateries & amenities nearby.

Available now.

Please call Alec 90691398 for viewing appointment.",D20,,North South,,Fully Furnished,,Flexible,Centro Residences,2 Baths,2 Beds,,S$3.96 psf,"S$3,200/mo",https://www.99.co/singapore/rent/property/centro-residences-condo-io7VAHo4UhXBqsq9EqcMxa
"Bomb Shelter,Closet,Aircon,High Floor,Fibre Ready,Bed","1,350 sqft (built up)","506 JELAPANG ROAD - BUKIT PANJANG AREA/ WALKING DISTANCE TO LRT  

506 JELAPANG ROAD, HIGH LEVEL, CORNER UNIT, UNBLOCKED VIEW, WINDY. 
AVAILABLE 1st March 2019 ONWARDS
*FULL FURNISHED (BRAND NEW FURNITURES) AT $1850 nett

 ★★★PRICED TO RENT★★★

★ Corner 5 Room Unit - with privacy! 
★ High Floor 
★ Quiet, Serene, Greenery 
★ Good & Functional Layout 
★ Granite Flooring & Minimal renovation required
★ MOVE IN condition.
★ 3 Squarish Rooms With Extra Space for Study Area 
★ Study Area Possible to Convert Into a Small Room 
★ Near to SEGAR LRT Station and other Public Transport 
★ Near to Bukit Panjang Neighbourhood Park, Community Club and Swimming Pool 
★ Mins walk to Greenridge Shopping Centre & Bukit Panjang Plaza 
★ Chinese LANDLORD - Open to all Ethnic Group 

Contact Jeremy Lim @ 9238 7904 for a EXCLUSIVE viewing today.",D23,All races welcome,,,Partially Furnished,Yes,24 months,506 Jelapang Road,2 Baths,3 Beds,,S$1.37 psf,"S$1,850/mo",https://www.99.co/singapore/rent/property/506-jelapang-road-hdb-3F4e2UgB7dtxuYYkzAvxYj
"Clubhouse,Gym,Jacuzzi,Tennis Court,Parking,Mid Floor,Security,Balcony,Fun Pool,Lap Pool,Renovated,Aircon,Sofa,Pool Deck,Bed,Swimming Pool,Wading Pool,Fountain,Playground,Fitness Corner,High Floor,Washer,Games Room,Sculpture,BBQ,Hydrotherapy Pool",904 sqft (built up),"High floor and quiet facing

Welcome call Eric @ 84980738 for an exclusive viewing!!!",D09,,,,Fully Furnished,,Flexible,Parc Emily,2 Baths,2 Beds,,S$4.42 psf,"S$4,000/mo",https://www.99.co/singapore/rent/property/parc-emily-condo-PVG9khYGYV7ZGzbpTKWAQE
"Clubhouse,Security,Aircon,Closet,Stove,Fridge,Bed,Wading Pool,Dryer,Steam Room,Playground,Oven,Parking,High Floor,Washer,Fibre Ready,Gym,Tennis Court,Balcony",500 sqft (built up),"** MODERN 1 BEDDER BESIDE LAKESIDE MRT & JURONG LAKE**

Bright and Airy
Big Balcony
Top Finishes including Oven, Open Flame Stove & Overhead Rainwater Shower

Clean & Well Kept
Suitable for Singles or Couples

Perfect Blend of Convenience + Lifestyle
Just next to MRT
Also beside Park Connector leading to Jurong Lake..
Great for Jogging, Walking & Cycling

Available Immediate",D22,All races welcome,South West,09,Partially Furnished,Yes,12 months,The Lakefront Residences,1 Bath,1 Bed,Allowed,S$4.60 psf,"S$2,300/mo",https://www.99.co/singapore/rent/property/the-lakefront-residences-condo-LMBEMKWVB6MoVjbMrMa9VP
"High Ceiling,Stove,City View,Fridge,Dryer,Oven,Parking,Mid Floor,Security,Balcony,Bomb Shelter,Bathtub,Renovated,Closet,Swimming Pool,Sofa,Bed,Aircon,Wading Pool,Dining Room Furniture,Washer,Fibre Ready,BBQ",S$3.25 psf,"Nice 2 bedder for rent

fully furnished

unblock view

6 mins wall to Newton mrt
 
conveniently access to various amenities

available mid of March

watsapp 91857512 for appointment",D11,,South,,Fully Furnished,,Flexible,Evelyn Mansions,893 sqft (built up),2 Beds,,,"S$2,900/mo",https://www.99.co/singapore/rent/property/evelyn-mansions-condo-TKiREC5GJ7ysXPNA9uqXJ7
"Clubhouse,Gym,Fridge,Sauna,Jacuzzi,Dryer,Steam Room,Tennis Court,Security,Balcony,Jet Pool,Aircon,Open Terrace,Wading Pool,Hydrotherapy Pool,Playground,Dining Room Furniture,Washer,Lap Pool,BBQ,Hydrotherapy Pool",S$5.94 psf,"Icon 2 bedrooms
Size of up to 926 sq ft
High floor with unblock view
Partial furnish
Available from 21st  june onward

Welcome call Eric @ 84980738 for an exclusive viewing!!!",D02,,,,,,24 months,Icon,926 sqft (built up),2 Beds,,,"S$5,500/mo",https://www.99.co/singapore/rent/property/icon-condo-wwB3n3Uk85r25NxMJzC4NY
"Dishwasher,Bathtub,Renovated,Aircon,Swimming Pool,Maid Room,Greenery View,Parking,High Ceiling,Dryer,Study Room,Oven,Security,Washer,Pool View,Gym,BBQ,Balcony","1,800 sqft (built up)","Superb private estate! 
Greenary facing!
Expats haven!
Just next to Shangrila hotel! 
Close by Amenties! 
Love at 1st sight ! 
Relax, enjoy & feel at home ! 
4 bedroom + maid + store 
Free morning shuttle to MRT too. 
Swimming pool, gym & hydro pool. 

Wait no longer, call now Charlene Aw - ERA. 98500908",D10,All races welcome,,,Partially Furnished,,24 months,Orange Regency,4 Baths,4 Beds,,S$3.56 psf,"S$6,400/mo",https://www.99.co/singapore/rent/property/orange-regency-condo-8nmBWxrzKXqYrXWFf6VnmW
"Clubhouse,High Ceiling,Fridge,Sauna,Dryer,Steam Room,Oven,Parking,Balcony,City View,Renovated,Aircon,Maid Room,Swimming Pool,Wading Pool,Jacuzzi,Playground,High Floor,Security,Bathtub,Lap Pool,BBQ","2,100 sqft (built up)","Skyline @ Orchard Boulevard has a prominent address at Orchard Road – Singapore’s famous shopping belt of luxury brands. It is located at Angullia Park tucked away on a verdant quiet site perched on a small hill offering a quiet enclave on one end and the hustle and bustle of city living on the other.

Loft unit available in Sep.

It is just minutes’ walk to Orchard MRT Station and renowned international schools such as Chatsworth International School (Orchard campus).

Every unit comes with a private lift, 2 designated car park lots and window limiters for safety.

Facilities include 25m lap pool, children’s pool, spa suites with jacuzzi, sauna, gymnasium, outdoor fitness terrace, indoor and outdoor dining pavilion.

Claim your address on Orchard Boulevard today.

Facilities
25m Lap Pool
Children's Pool
Sauna
Spa Suites with Jacuzzi
Pool Cabanas
Sun Bathing Deck
Lawn Garden
Gymnasium
Outdoor Fitness Terrace
Indoor and Outdoor Dining Pavilion
Amenities
Public Transport 
4 minutes' walk to the nearest bus stop
6 minutes’ walk to Orchard MRT Station
International School 
6 minutes’ walk to ISS International School
5 minutes’ drive to Chatsworth International School (Orchard Campus)

Business District
9 minutes' drive to Central Business District
Shop & Dine 
3 minutes' drive to Tanglin Mall
5 minutes' drive to Orchard Central
5 minutes’ drive to Great World City
7 minutes' drive to Dempsey Hill and Holland Village
Parks & Recreation 
9 minutes’ walk to Singapore American Club
5 minutes’ drive to Singapore Botanic Gardens
9 minutes’ drive to Fort Canning Park",D09,All races welcome,,,Partially Furnished,,24 months,Skyline @ Orchard Boulevard,4 Baths,4 Beds,,S$5.48 psf,"S$11,500/mo",https://www.99.co/singapore/rent/property/skyline-orchard-boulevard-condo-kGVeRFRusWB3Q4zmmUS7tS
