Amenities,Area_Sqft,Description,District,Ethnic,Facing,Floor,Furnishing,Keys_On_Hand,Lease,ListingTitle,NumBaths,NumBeds,Pets,Price_psf,RentalRate,Url 
"Fitness Corner,High Ceiling,Stove,Fridge,Dryer,Oven,Dining Room Furniture,Closet,Renovated,Aircon,TV,Sofa,Greenery View,Bed,Swimming Pool,Jacuzzi,Audio System,High Floor,Washer,Pool View,Gym,BBQ",658 sqft (built up),"**NEW EXCLUSIVE FOR RENT** 
**100% GENUINE LISTINGS ONLY** 
**AVAILABLE FROM 1ST MARCH 2019** 

Nestled in a highly convenient yet quiet area, this 2 bedroom brand new apartment consists of 2 good sized bedrooms, 2 bathrooms, living, dining and condo facilities such as a pool, gym, shower area and more. The nearest MRT station is FARRER PARK MRT (NE8), approximately 2-minutes walk from the apartment. This location is a mere 2 stations away from DHOBY GHAUT and is perfect for the CBD working professionals. 

THE CITRON RESIDENCES
♡ 2 Bedroom, 2 Bathroom Condo Apartment

♡ Huge 657 sqft

♡ New Condo Project, Just received keys a year ago

♡ Fully Furnished 
- King Sized Bed with storage
- Ceiling Fan
- New Inverter Aircons in all rooms and living room
- Built-In Wardrobes 
- Quality Living and Dining Room Furniture 
- Fridge 
- Washing Machine and Dryer
- Water Heater, Vacuum Cleaner, Microwave, Kettle and more! 

♡ Fibre Broadband enabled

♡ Tastefully renovated with QUALITY FURNISHED. The one and only completely FULLY FURNISHED unit FOR RENT.

♡ Just bring in your luggage and move in!

♡ Available from 1st March 2019

TOP 3 REASONS WHY YOU WILL LOVE THIS LOCATION: 
- Right beside FARRER PARK MRT
- 2 train stations to DHOBY GHAUT
- Right beside City Square Mall, Mustafa Centre and endless choices of eateries!

VIEW TO BELIEVE!!! 

DONT MISS IT!! 
-------------------------------------------------- 
Contact: 
DARON ANG at 97702506 
to arrange for your exclusive viewing today! 
-------------------------------------------------- 

☎️ Call DARON ANG at 97702506 today! 
DWG Top Transactions (2017) 
DWG Top HDB Seller (2017) 
PropNex GTAunited Top New Achiever (2017) 
PropNex GTAunited Top 5 (Jan 2018) 
PropNex GTAunited Top 3 (April 2018) 
PropNex Top 20% Achiever (1st Qtr 2018) 
PropNex Top 10% Achiever (2nd Qtr 2018) 
PropNex GTAunited Top 14 (1st Half 2018) 
PropNex Top 10% Achiever (3nd Qtr 2018) 
PropNex GTAunited Top 5 (Oct 2018)",D08,All races welcome,North South,,Fully Furnished,,Flexible,The Citron Residences,2 Baths,2 Beds,Allowed,S$5.02 psf,"S$3,300/mo",https://www.99.co/singapore/rent/property/the-citron-residences-condo-SsjuWb5uYs6o2vmW7p894L
"Clubhouse,Gym,Sauna,Waterfall,Parking,Fun Pool,Pool Deck,Lounge,Jacuzzi,Fountain,Playground,Fitness Corner,Security,Lap Pool,BBQ","1,162 sqft (built up)","•NEW LISTING 
OPEN HOUSE TODAY...................
KEYS ON HAND DAILY 
 
CAIRNHILL RESIDENCES -FOR RENT  
•3 BEDDER + MAIDS ROOM 
•1162 SQFT 
•PARTIAL FURNISH 
•EXPAT'S CHIOCE 
•A UNIT YOU MUST NOT MISS

•MINS TO PARAGON MRT
•MINS WALK TO NEWTON MARKET

•Call DESMOND TAN 98437767 Now for Appointment.Before it Rent again",D09,,,,Partially Furnished,,24 months,Cairnhill Residences,2 Baths,3 Beds,,S$4.04 psf,"S$4,700/mo",https://www.99.co/singapore/rent/property/cairnhill-residences-condo-u6ccPD4nkVx9u55EwBE428
"Swimming Pool,Wading Pool,Jacuzzi,Parking,Gym,Security,BBQ","1,496 sqft (built up)","NEW LISTING 
OPEN HOUSE TODAY

•MIRAGE TOWER -FOR RENTAL 
•3 BEDDER 
•1496 SQFT
•PARTIAL FURNISH 
 •A UNIT YOU MUST NOT MISS 

•MINS WALK TO GREAT WORLD CITY SHOPPING CENTRE 

•CALL DESMOND 98437767 FOR VIEWING TODAY",D09,,,,Fully Furnished,,24 months,Mirage Tower,3 Baths,4 Beds,,S$3.61 psf,"S$5,400/mo",https://www.99.co/singapore/rent/property/mirage-tower-condo-kLa3xRT76yVjjqdQPekWhd
"Clubhouse,Gym,Swimming Pool,Wading Pool,Squash Court,Playground,Parking,Security,BBQ,Tennis Court","1,572 sqft (built up)","UE SQUARE CONDO 
OPEN HOUSE TODAY 
(FOR RENT)
 
•4 BEDROOM + 3 BATHROOM 
•1572 SQFT (SPACIOUS LAYOUT)
•PARTIAL FURNISH 
•SPACIOUS UNIT 
•CORNER UNIT    
•MINS TO CLARK QUAY -RESTAURANT,EATERY 
•A UNIT YOU MUST NOT MISS 


@Call DESMOND TAN 98437767 Now for Appointment.Before it Rent again",D09,,,,Partially Furnished,,24 months,UE Square,3 Baths,4 Beds,,S$4.26 psf,"S$6,700/mo",https://www.99.co/singapore/rent/property/ue-square-condo-ix9ZDArxMQ6iHqiTaRQcHd
"Clubhouse,Gym,Mini-mart,Sauna,Jacuzzi,Swimming Pool,Wading Pool,Squash Court,Playground,Parking,Security,BBQ,Tennis Court","1,582 sqft (built up)","NEW LISTING 
OPEN HOUSE TODAY

ASPEN HEIGHTS  -FOR RENT 
•4 BEDDER WITH BALCONY 
•COME WITH MAID'S RM &amp; MAID TOLIET
•1582 SQFT 
•RENOVATED UNIT
•FULLY FURNISH
•LIVING FACE PARK HOTEL 
 
•A UNIT YOU MIST NOT MISS 

•CALL DESMOND 98437767
FOR VIEWING NOW",D09,,,,Partially Furnished,,24 months,Aspen Heights,3 Baths,4 Beds,,S$3.54 psf,"S$5,600/mo",https://www.99.co/singapore/rent/property/aspen-heights-condo-5YAt9RgYKgXx8kXXdYVeZE
"Clubhouse,Gym,Sauna,Jacuzzi,Swimming Pool,Wading Pool,Squash Court,Playground,Parking,Security,BBQ","1,647 sqft (built up)","NEW LISTING 
OPEN HOUSE TODAY. 

•SCOTTS 28 -FOR RENT
•3 BEDDER + MAIDS ROOM 
•HIGH FLOOR 
•1647 SQFT
•SPACIOUS LAYOUT 
•MINS WALK TO FAR EAST PLAZA SHOPPING MALL
•MINS TO UPCOMING ION MRT STATION
•MINS TO ION SHOPPING MALL 
•MINS TO BUS STOP
•BEST STACK 

CALL DESMOND 98437767 FOR VIEWING TODAY",D09,,,,Partially Furnished,,24 months,Scotts 28,2 Baths,3 Beds,,S$4.49 psf,"S$7,400/mo",https://www.99.co/singapore/rent/property/scotts-28-condo-jbhbTuE8mfj8iWf26NQ8dJ
"Clubhouse,Gym,Sauna,Swimming Pool,Playground,Parking,Security,BBQ,Tennis Court",872 sqft (built up),"OPEN HOUSE TODAY
NEW LISTING 


•TANGLIN VIEW -FOR RENT 
•2 BEDDER + 2 BATHROOM   
• (SPACIOUS LAYOUT)
•PARTIAL OR FULLY FURNISH  
•872 SQFT  
•BEST STACK 
•MINS  TIONG BAHRU MRT / PLAZA 
RESTAURANT,EATERY 
•A UNIT YOU MUST NOT MISS 
•EXPATS CHOICE 
•CALL DESMOND 98437767 TODAY
BEFORE IT RENT OUT AGAIN",D03,,,,Partially Furnished,,24 months,Tanglin View,2 Baths,2 Beds,,S$3.90 psf,"S$3,400/mo",https://www.99.co/singapore/rent/property/tanglin-view-condo-RCdTxtzuyTQWBs2AR69JeJ
"Security,Jacuzzi,Lap Pool,Tennis Court",646 sqft (built up),,D15,,,,Partially Furnished,,12 months,The Seawind,1 Bath,1 Bed,,S$4.33 psf,"S$2,800/mo",https://www.99.co/singapore/rent/property/the-seawind-condo-CVMWXY2t5Xedzao5kbmRag
"Wading Pool,Steam Room,Parking,Gym,Security,BBQ",560 sqft (built up),"NEW LISTING FOR SALE 
OPEN HOUSE TODAY 

•ALEXIS CONDO        
•2 BEDDER + 2 BATHROOM  
•560 SQFT 
•MID FLOOR 
•RENOVATED UNIT 
•5 MINS WALK TO QUEENSTOWN  MRT 
•5 MINS WALK TO ALEXANDREA CENTRAL SHOPPING  MALL 
•1MIN WALK TO BUS STOP
•1 MINS WALK TO SHOP & MINI MART  
•A UNIT YOU MUST NOT MISS 

@CALL DESMOND ERA 98437767 FOR VIEWING NOW",D03,,,,Partially Furnished,,24 months,Alexis,2 Baths,2 Beds,,S$5.00 psf,"S$2,800/mo",https://www.99.co/singapore/rent/property/alexis-condo-hfjW3hCbpkjJPe77jAX2jK
"Jogging Track,Clubhouse,Function Room,Bridge,Gym,Jacuzzi,Water Channel,Tennis Court,Parking,Games Room,Multi-purpose Hall,Pavilion,Swimming Pool,Fountain,Playground,Fitness Corner,Steam Room,Security,Lap Pool,BBQ","1,281 sqft (built up)","NEW LISTING
OPEN HOUSE TODAY 

CARRIBEAN AT KEPPLE BAY  
FOR RENT 
 
•3 BEDROOM + MAID ROOM 
•1281 SQFT   
•PARTIAL FURNISH 
•RENOVATED UNIT 
•CORNER UNIT 

@MINS WALK TO VIVO CITY SHOPPING MALL 
@WALK TO HARBOURFRONT  MRT 
(A UNIT YOU MUST NOT MISS)

@CALL DESMOND 98437767 FOR VIEWING TODAY",D04,,,,Partially Furnished,,24 months,Caribbean At Keppel Bay,2 Baths,3 Beds,,S$4.06 psf,"S$5,200/mo",https://www.99.co/singapore/rent/property/caribbean-at-keppel-bay-condo-KGWzLMDJ3j2E3EMVLiW2w8
"Clubhouse,Gym,Swimming Pool,Wading Pool,Jacuzzi,Steam Room,Parking,Fountain,Security,Lap Pool,BBQ","1,679 sqft (built up)","OPEN HOUSE TODAY
NEW LISTING 

THE BERTH CONDO -FOR RENT 
• 3 BEDDER
•1679 SQFT •COME WITH PRIVATE LIFT 
•LIVING FACE POOL 
•A UNIT YOU MUST NOT MISS  
•VACANT NOW 

•LOVE AT FIRST SIGHT 
 

•CALL DESMOND 98437767 FOR VIEWING TODAY",D04,,,,Partially Furnished,,24 months,The Berth By The Cove,3 Baths,3 Beds,,S$3.93 psf,"S$6,600/mo",https://www.99.co/singapore/rent/property/the-berth-by-the-cove-condo-TpNJouAMFm8bDAqwoidrrT
"Clubhouse,Water Feature,Gym,Spa Pavilion,Steam Room,Tennis Court,Parking,Pond,Fun Pool,Pool Deck,Swimming Pool,Study Room,Fitness Corner,Security,Hydrotherapy Pool,BBQ,Playground",463 sqft (built up),"Rare Studio for rent.
Available: Feb.

Fully furnished.
Full condo facilities with Swim pool, Gym &amp; Tennis Court.
Minutes walk to MRT.

Mobile: (65) 82983996
EMAIL: DAVIDLZYU@gmail.com
More of my Ads and pictures at my Website:  
http://www.SgpHouse.com/ 

Call 82983996 for viewing now.",D22,,,,Fully Furnished,,Flexible,Caspian,1 Bath,None Beds,,S$4.75 psf,"S$2,200/mo",https://www.99.co/singapore/rent/property/caspian-condo-CXjg3VYQEhRNQZkhcFaDrG
"Clubhouse,Gym,Sauna,Swimming Pool,Wading Pool,Steam Room,Playground,Fitness Corner,Parking,Security,Lap Pool,BBQ,Tennis Court",S$6.10 psf,,D09,,,,,,Flexible,Visioncrest,689 sqft (built up),1 Bed,,,"S$4,200/mo",https://www.99.co/singapore/rent/property/visioncrest-condo-tYbBDge2aXXK65GgTTvHWe
,S$1.69 psf,,D19,,,,,,Flexible,307 Anchorvale Road,"1,300 sqft (built up)",3 Beds,,,"S$2,200/mo",https://www.99.co/singapore/rent/property/307-anchorvale-road-hdb-cRYYcTG9XFXkdyAcUfyq7E
"Clubhouse,Gym,Sauna,Swimming Pool,Wading Pool,Squash Court,Playground,Parking,Security,BBQ,Tennis Court","1,208 sqft (built up)","OPEN HOUSE TODAY
•KEYS IS WITH ME 
•CAN MOVE IN IMMEDIATE 

•EMERALD PARK CONDO -FOR RENT 
•3 BEDDER + 2 BATHROOM
•COME WITH MAID ROOM
•COME WITH BALCONY 
•1208 SQFT 
•PARTIAL FURNISH


•MIN WALK TO MARKET/NTUC FAIRPRICE 
•MINS WALK TO TIONG BAHRU MRT
& MRT STATION  
•A UNIT YOU MUST NOT MISS 
 

@CALL DESMOND 98437767
 FOR VIEWING NOW",D03,,,,Partially Furnished,,24 months,Emerald Park,2 Baths,3 Beds,,S$3.15 psf,"S$3,800/mo",https://www.99.co/singapore/rent/property/emerald-park-condo-fTbjYEbqFY32UsEjSj4nxS
"Roof Terrace,Stove,Dishwasher,Fridge,Walk In Closet,Dryer,Oven,Parking,Security,Balcony,Bomb Shelter,Closet,Sofa,Duplex / Maisonette,Bed,Utility Room,Jacuzzi,Study Room,Fitness Corner,Dining Room Furniture,Washer,Bathtub,Lap Pool,Gym","3,477 sqft (built up)",,D05,,,,Fully Furnished,,Flexible,Seahill,5 Baths,4 Beds,,S$2.73 psf,"S$9,500/mo",https://www.99.co/singapore/rent/property/seahill-condo-bRFCS93VPrh7WLbftkmQGH
"Gym,Jacuzzi,Lap Pool",904 sqft (built up),,D09,,,,,,12 months,The Scotts Tower,2 Baths,2 Beds,,S$7.19 psf,"S$6,500/mo",https://www.99.co/singapore/rent/property/the-scotts-tower-condo-45JGKyn67oaQKrcbbjAVRf
"Gym,Jacuzzi,Lap Pool",904 sqft (built up),,D09,,,,,,12 months,The Scotts Tower,2 Baths,2 Beds,,S$7.19 psf,"S$6,500/mo",https://www.99.co/singapore/rent/property/the-scotts-tower-condo-EqKWTkCF6Pus8XRKChtx9X
"Jogging Track,Clubhouse,Jet Pool,Water Feature,Gym,Spa Pavilion,Wading Pool,Steam Room,Playground,Fitness Corner,Lap Pool,BBQ,Tennis Court",S$5.40 psf,,D20,,,,,,Flexible,Thomson Impressions,463 sqft (built up),1 Bed,,,"S$2,500/mo",https://www.99.co/singapore/rent/property/thomson-impressions-condo-2Qc5oh8ocvPDKfsKMDCjeR
"Multi-purpose Hall,Clubhouse,Pavilion,Hydrotherapy Pool,Gym,Pool Deck,Wading Pool,Lounge,Mini Golf Range,Jacuzzi,Fitness Corner,Outdoor Dining,Lap Pool,BBQ",S$5.38 psf,,D01,,,,,,Flexible,Marina One Residences,650 sqft (built up),1 Bed,,,"S$3,500/mo",https://www.99.co/singapore/rent/property/marina-one-residences-condo-ehsTcDQJJCzgxnEsFtiTZC
"Clubhouse,Function Room,Sky Lounge,Water Feature,Gym,Spa Pavilion,Jacuzzi,Tennis Court,Parking,Outdoor Dining,Fun Pool,Yoga Corner,Pavilion,Playground,Security,Lap Pool,Hydrotherapy Pool","1,808 sqft (built up)","THE ORCHARD RESIDENCES CONDO (FOR RENT)
 
@3 BEDROOM + MAIDS ROOM 
@1808 SQFT
@HIGH FLOOR  
@CORNER UNIT 
@PARTIAL FURNISH
@RENOVATED UNIT   
@A UNIT U MUST NOT MISS 

•ION SHOPPING MALL BELOW 
•ORCHARD MRT STATION BELOW

@Call DESMOND TAN 98437767 Now for Appointment.Before it Rent again",D09,,,,Partially Furnished,,24 months,The Orchard Residences,3 Baths,3 Beds,,S$6.64 psf,"S$12,000/mo",https://www.99.co/singapore/rent/property/the-orchard-residences-condo-SmLH6VwgaKmXCcLQYsreGG
"Clubhouse,Jacuzzi,Playground,Swimming Pool,Gym,BBQ,Tennis Court",936 sqft (built up),"REFLECTIONS AT KEPPLE BAY
(FOR RENT)

•2 BEDROOM  
•936 SQFT  
•PARTIAL FURNISH  
•CORNER UNIT
•A UNIT U MUST NOT MISS  

@Call DESMOND TAN 98437767 Now for Appointment.Before it Rent again 

•Nearest MRT Stations 
Telok Blangah MRT Station (0.22 km) 
Labrador Park MRT Station (0.49 km) 
Harbourfront MRT Station (1.43 km) 

•Nearest Schools 
Blangah Rise Primary School (0.51 km) 
River Valley High School (0.94 km) 
American College (1.11 km)",D04,,,,Partially Furnished,,24 months,Reflections At Keppel Bay,2 Baths,2 Beds,,S$4.59 psf,"S$4,300/mo",https://www.99.co/singapore/rent/property/reflections-at-keppel-bay-condo-RRDgWkXewJ7EevuKY3YKyW
"Clubhouse,Gym,Meeting Room,Swimming Pool,Wading Pool,Playground,Fitness Corner,Parking,Security,BBQ,Tennis Court","1,109 sqft (built up)","NEW LISTING
OPEN HOUSE TODAY 
TANGLIN REGENCY (FOR RENT)

•3 BEDDER 
•1109 SQFT 
•FULLY FURNISH 
•CORNER UNIT
•EXPAT'S CHIOCE 
•A UNIT YOU MUST NOT MISS 

@Call DESMOND TAN 98437767 Now for Appointment.Before it Rent again",D10,,,,Fully Furnished,,24 months,Tanglin Regency,3 Baths,3 Beds,,S$4.06 psf,"S$4,500/mo",https://www.99.co/singapore/rent/property/tanglin-regency-condo-qPcrm3nYTFaJiBDuvdz8AA
"Roof Terrace,Stove,Dishwasher,Fridge,Walk In Closet,Dryer,Oven,Parking,Security,Balcony,Bomb Shelter,Closet,Sofa,Duplex / Maisonette,Bed,Utility Room,Jacuzzi,Study Room,Fitness Corner,Dining Room Furniture,Washer,Bathtub,Lap Pool,Gym","3,477 sqft (built up)",,D05,,,,Fully Furnished,,Flexible,Seahill,5 Baths,4 Beds,,S$2.73 psf,"S$9,500/mo",https://www.99.co/singapore/rent/property/seahill-condo-U7pH8oFpwRiwwoZg9VafAf
"Gym,Swimming Pool,Wading Pool,Squash Court,Playground,Parking,Security,BBQ,Tennis Court","1,350 sqft (built up)","About The Morningside
Development Name:	The Morningside
Property Type:	Condominium
Developer:	Hong Leong Holdings Ltd
Tenure:	Freehold
Completion Year:	1993
# of Floors:	25
# of Units:	79
The Morningside is a freehold condominium development located at 1, Jalan Kuala (S)239639 in District 09 near Somerset MRT station. Completed in 1993, it comprises 79 units. It is located in the vicinity of The Regalia and Yong An Park. 

Condo Facilities at The Morningside 

The Morningside has full condo facilities, which includes bbq pits, gymnasium, swimming pool, tennis courts, squash courts, car parking and a 24-hour security. 

Condo Amenities near The Morningside 

The Morningside is located just minutes drive away from Great World City , where a host of amenities are readily available, such as retail outlets, supermarkets, restaurants and eating establishments, banks, cinemas and other entertainment facilities. 

There are schools located in the vicinity, such as River Valley Primary School and Outram Secondary. Recreational facilities nearby include the Fort Canning Park and Fort Canning Country Club which is just a short drive away. 

For vehicle owners, travelling to the business hub from The Morningside takes just above 05 minutes, via River Valley Road.

Welcome call Eric @ 84980738 for an exclusive viewing!!!",D09,,,,Partially Furnished,,Flexible,The Morningside,2 Baths,3 Beds,,S$4.15 psf,"S$5,600/mo",https://www.99.co/singapore/rent/property/the-morningside-condo-pgoBXNEVs5VG57XSz7jwEQ
"Clubhouse,Jacuzzi,Playground,Swimming Pool,Gym,BBQ,Tennis Court","2,600 sqft (built up)","Beautiful sea view
Rare 4 bedrooms for rent
Unblock and windy 

Welcome call Eric @84980738",D04,,,,,,Flexible,Reflections At Keppel Bay,3 Baths,4 Beds,,S$4.58 psf,"S$11,900/mo",https://www.99.co/singapore/rent/property/reflections-at-keppel-bay-condo-oWNiwKmDAsRqqruHaaY6g7
,200 sqft (built up),"Blk 488 Yishun Room for rent

-2 rooms for rent !!
-Fully furnished with aircon
-Quiet facing
-High floor
-Near to hawker center
-Friendly landlord
-Well kept house
-Ready to move in
-Bright unit



Call 9273 6096 for viewing!",D27,,,,Partially Furnished,,Flexible,448 Yishun Ring Road,1 Bath,1 Bed,,S$3.00 psf,S$600/mo,https://www.99.co/singapore/rent/property/448-yishun-ring-road-hdb-NaReKoSFumDTHyVtrdukU6
"Security,Jacuzzi,Lap Pool,Tennis Court",646 sqft (built up),,D15,,,,,,Flexible,The Seawind,1 Bath,1 Bed,,S$4.33 psf,"S$2,800/mo",https://www.99.co/singapore/rent/property/the-seawind-condo-LALt2FFjzLV2v4oQV5Wwt9
"Penthouse,Clubhouse,High Ceiling,Stove,Parking,Fridge,Sauna,Jacuzzi,Sea View,Tennis Court,Oven,Dining Room Furniture,Security,Games Room,Dishwasher,Aircon,Closet,Maid Room,Sofa,Bed,Swimming Pool,Dryer,Playground,High Floor,Washer,Bathtub,Gym,BBQ","4,090 sqft (built up)",,D16,,East,,Fully Furnished,,24 months,The Bayshore,4 Baths,5 Beds,,S$3.55 psf,"S$14,500/mo",https://www.99.co/singapore/rent/property/the-bayshore-condo-y9sjQe5e87bN353arcLBAJ
"Swimming Pool,Gym,Jacuzzi,Playground,BBQ","1,140 sqft (built up)","Stay near to the city fridge where u dont spend much time for travelling. 

Nested in a low rise residential area where u can have more wind breeze and quietness. Make full use of the balcony where u can rest and relax during the evening. 

MRT station within 10 mins walking. Near by MRT, u can even have shops, eateries and bank atm for your convenience. 

Condo facilities to fill yr days with activity be it a workout session or swimming session or even organizing a party or gathering wth yr loves or friends in the function room. This just more yr stay more enjoyable and memorable. 

Call me for a viewing to see for yrself if this unit suit u. Thank you.",D12,All races welcome,,,Fully Furnished,,24 months,Riviera 38,3 Baths,3 Beds,Not Allowed,S$3.16 psf,"S$3,600/mo",https://www.99.co/singapore/rent/property/riviera-38-condo-ooeSkz296DDKw5HrY3QHjE
"Clubhouse,Function Room,Closet,Aircon,Gym,Bed,Swimming Pool,Wading Pool,Squash Court,Tennis Court,Parking,Washer,Security,BBQ",200 sqft (built up),"Private common room +1 toilet, city fringe location.
10 mins bus ride to Orchard . Nearby bus-stop . Walking distance to Boon Keng Mrt. 
",D12,,,,Fully Furnished,,Flexible,The Aberdeen,1 Bath,1 Bed,,S$5.25 psf,"S$1,050/mo",https://www.99.co/singapore/rent/property/the-aberdeen-condo-YLKYzUWrj4iUmQgv2SEbji
